artid,file_path,file_name,file_type,script_num,num_lines,source_added
aejapp_9_4_5,DataCode_replication/Rocha_Ferraz_Soares_Tables.do,Rocha_Ferraz_Soares_Tables.do,do,1,194,TRUE
